filename,width,height,class,xmin,ymin,xmax,ymax
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_3237.jpg,1920,1080,car,997,226,1387,402
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_3237.jpg,1920,1080,car,1636,268,1866,389
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_697.jpg,1920,1080,car,258,215,330,270
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_697.jpg,1920,1080,car,257,685,580,979
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_697.jpg,1920,1080,motorbike,816,737,945,971
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_697.jpg,1920,1080,motorbike,960,633,1065,834
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_697.jpg,1920,1080,car,753,561,842,744
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_697.jpg,1920,1080,car,383,261,475,334
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_697.jpg,1920,1080,car,276,194,336,235
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_697.jpg,1920,1080,car,13,248,100,315
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_697.jpg,1920,1080,car,1,438,170,606
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_697.jpg,1920,1080,car,1,294,78,377
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_697.jpg,1920,1080,car,1352,394,1758,573
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_697.jpg,1920,1080,car,90,180,219,311
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_697.jpg,1920,1080,car,432,186,491,248
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_148.jpg,1920,1080,car,295,310,378,388
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_84.jpg,1920,1080,car,294,309,379,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_84.jpg,1920,1080,motorbike,73,330,101,366
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_24.jpg,1920,1080,car,294,312,380,388
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_42.jpg,1920,1080,car,1,323,98,395
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_42.jpg,1920,1080,car,294,311,383,385
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_3059.jpg,1906,1080,car,271,255,346,315
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_3059.jpg,1906,1080,car,316,228,361,273
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_3059.jpg,1906,1080,car,395,222,442,263
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_3059.jpg,1906,1080,car,1026,466,1575,812
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_3059.jpg,1906,1080,tricar,574,391,879,754
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_3059.jpg,1906,1080,tricar,1063,295,1239,482
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_11233.jpg,1920,1080,motorbike,701,723,812,918
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_11233.jpg,1920,1080,car,307,622,605,967
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_31.jpg,1920,1080,car,295,310,378,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_16.jpg,1920,1080,car,295,311,379,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_23.jpg,1920,1080,car,294,312,380,388
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_1312.jpg,4096,2160,motorbike,2660,611,2793,826
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_1312.jpg,4096,2160,motorbike,0,527,121,669
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_1312.jpg,4096,2160,car,1303,380,1480,547
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_1312.jpg,4096,2160,car,1111,425,1320,594
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_1312.jpg,4096,2160,car,926,455,1174,630
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_1312.jpg,4096,2160,motorbike,1545,1606,1991,2121
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_1312.jpg,4096,2160,car,2005,221,2115,355
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_1312.jpg,4096,2160,car,1785,289,1880,361
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_1312.jpg,4096,2160,car,1442,260,1532,333
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_1312.jpg,4096,2160,car,1160,399,1320,535
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_1312.jpg,4096,2160,car,1700,243,1776,299
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_1312.jpg,4096,2160,car,1564,224,1665,276
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00017_train_p_day_20210416_408.jpg,1920,1080,car,1284,390,1497,487
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00017_train_p_day_20210416_408.jpg,1920,1080,motorbike,313,553,403,615
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00017_train_p_day_20210416_408.jpg,1920,1080,motorbike,235,597,367,677
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00017_train_p_day_20210416_408.jpg,1920,1080,motorbike,751,311,796,367
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00017_train_p_day_20210416_408.jpg,1920,1080,motorbike,693,335,738,370
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00017_train_p_day_20210416_408.jpg,1920,1080,motorbike,330,524,437,591
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00017_train_p_day_20210416_408.jpg,1920,1080,car,855,288,901,324
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00017_train_p_day_20210416_408.jpg,1920,1080,motorbike,153,637,314,745
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00017_train_p_day_20210416_408.jpg,1920,1080,motorbike,325,523,433,590
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00017_train_p_day_20210416_408.jpg,1920,1080,motorbike,651,366,707,404
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00017_train_p_day_20210416_408.jpg,1920,1080,car,1466,616,1806,895
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00017_train_p_day_20210416_408.jpg,1920,1080,car,1185,491,1415,647
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00017_train_p_day_20210416_408.jpg,1920,1080,car,379,436,506,520
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00017_train_p_day_20210416_408.jpg,1920,1080,motorbike,1116,470,1235,548
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_5530.jpg,4096,2160,car,1987,550,2161,721
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_5530.jpg,4096,2160,car,315,1256,924,1712
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_5530.jpg,4096,2160,motorbike,484,892,572,1069
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_5530.jpg,4096,2160,car,955,871,1317,1206
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_5530.jpg,4096,2160,car,3476,632,4041,916
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_5530.jpg,4096,2160,car,1151,790,1455,1008
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_5530.jpg,4096,2160,car,1343,495,1512,640
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_5530.jpg,4096,2160,car,3619,873,4091,1277
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_5530.jpg,4096,2160,motorbike,1034,1697,1304,2133
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_000107_train_p_day_20210416_52.jpg,4096,2192,car,707,18,1306,494
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_000107_train_p_day_20210416_52.jpg,4096,2192,motorbike,2784,1018,3171,1792
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_000107_train_p_day_20210416_52.jpg,4096,2192,car,316,1144,1515,2188
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_000107_train_p_day_20210416_52.jpg,4096,2192,car,2893,7,3537,347
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_000107_train_p_day_20210416_52.jpg,4096,2192,car,652,194,1347,1069
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_000107_train_p_day_20210416_52.jpg,4096,2192,car,1313,238,2400,2065
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_000107_train_p_day_20210416_52.jpg,4096,2192,car,3494,14,4085,527
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_27.jpg,1920,1080,car,296,310,378,386
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_1908.jpg,4096,2160,motorbike,2908,1630,3180,2081
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_1908.jpg,4096,2160,car,3299,458,3897,764
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_1908.jpg,4096,2160,car,1677,239,1864,491
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00095_train_p_day_20210416_1908.jpg,4096,2160,car,582,1487,2866,2150
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_77.jpg,1920,1080,car,294,309,379,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_46.jpg,1920,1080,car,291,312,381,389
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_2852.jpg,1920,1080,car,248,690,576,994
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_2852.jpg,1920,1080,car,168,371,319,490
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_2852.jpg,1920,1080,car,388,253,479,320
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_2852.jpg,1920,1080,car,86,147,262,322
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00068_train_p_day_20210416_2852.jpg,1920,1080,car,264,149,372,261
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_152.jpg,1920,1080,car,295,311,379,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_824.jpg,1920,1080,car,1409,270,1634,390
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_824.jpg,1920,1080,motorbike,1104,482,1307,644
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_824.jpg,1920,1080,motorbike,345,311,444,368
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_824.jpg,1920,1080,car,1126,308,1411,420
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_824.jpg,1920,1080,motorbike,1210,819,1374,1077
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_824.jpg,1920,1080,car,1055,267,1352,400
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_75.jpg,1920,1080,car,294,309,379,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00087_train_p_day_20210416_22.jpg,1920,1080,car,978,222,1031,262
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00087_train_p_day_20210416_22.jpg,1920,1080,motorbike,871,242,895,278
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00087_train_p_day_20210416_22.jpg,1920,1080,motorbike,1371,243,1421,282
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_73.jpg,1920,1080,car,296,309,378,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_99.jpg,1920,1080,car,294,309,379,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_99.jpg,1920,1080,car,0,341,51,423
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_1209.jpg,2560,1440,motorbike,2,777,142,929
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_1209.jpg,2560,1440,motorbike,660,590,798,707
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_1209.jpg,2560,1440,motorbike,864,705,1020,866
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_1209.jpg,2560,1440,motorbike,906,709,1060,839
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_1209.jpg,2560,1440,motorbike,1167,569,1325,671
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_1209.jpg,2560,1440,motorbike,1681,330,1749,377
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_1209.jpg,2560,1440,motorbike,1695,311,1764,367
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_1209.jpg,2560,1440,motorbike,1757,304,1789,347
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_1209.jpg,2560,1440,motorbike,1810,259,1862,295
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_1209.jpg,2560,1440,motorbike,877,968,1062,1216
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_1209.jpg,2560,1440,motorbike,1513,603,1585,751
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_1209.jpg,2560,1440,motorbike,2052,575,2108,733
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_1209.jpg,2560,1440,tricar,1879,257,1920,312
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_1209.jpg,2560,1440,tricar,1913,263,1950,321
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_1209.jpg,2560,1440,motorbike,1152,490,1209,589
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_none_train_p_day_20210703_1209.jpg,2560,1440,motorbike,1068,624,1201,749
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_982.jpg,1920,1080,car,8,272,346,435
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_982.jpg,1920,1080,motorbike,505,850,766,1078
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_982.jpg,1920,1080,motorbike,666,819,831,1077
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_982.jpg,1920,1080,car,369,299,706,441
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_982.jpg,1920,1080,car,1023,204,1507,401
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_982.jpg,1920,1080,car,1590,207,1877,398
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_1.jpg,1920,1080,car,291,309,381,389
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_103.jpg,1920,1080,car,291,309,381,389
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_000114_train_p_day_20210416_19.jpg,1920,1080,motorbike,1205,193,1280,245
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_000114_train_p_day_20210416_19.jpg,1920,1080,car,999,126,1055,170
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_000114_train_p_day_20210416_19.jpg,1920,1080,motorbike,1016,587,1108,764
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_000114_train_p_day_20210416_19.jpg,1920,1080,motorbike,743,135,763,168
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_000114_train_p_day_20210416_19.jpg,1920,1080,car,1123,117,1171,180
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_000114_train_p_day_20210416_19.jpg,1920,1080,car,1149,138,1232,221
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_59.jpg,1920,1080,car,296,309,378,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_100.jpg,1920,1080,motorbike,585,304,628,383
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_100.jpg,1920,1080,motorbike,791,792,964,1076
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_100.jpg,1920,1080,car,1208,295,1410,395
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_100.jpg,1920,1080,car,1024,309,1326,419
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_100.jpg,1920,1080,motorbike,889,289,945,341
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_100.jpg,1920,1080,motorbike,720,303,769,380
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_100.jpg,1920,1080,motorbike,517,305,561,346
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_100.jpg,1920,1080,car,1455,244,1716,381
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_100.jpg,1920,1080,car,156,212,324,350
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_100.jpg,1920,1080,car,90,169,209,262
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_100.jpg,1920,1080,car,395,229,461,283
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00097_train_p_day_20210416_100.jpg,1920,1080,car,465,197,517,244
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_3.jpg,1920,1080,car,295,310,378,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_55.jpg,1920,1080,car,296,309,378,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_109.jpg,1920,1080,car,291,309,381,389
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00096_train_p_day_20210416_1409.jpg,4096,2160,motorbike,940,1630,1226,2115
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00096_train_p_day_20210416_1409.jpg,4096,2160,motorbike,2238,717,2341,905
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00096_train_p_day_20210416_1409.jpg,4096,2160,motorbike,2425,382,2512,483
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00096_train_p_day_20210416_1409.jpg,4096,2160,motorbike,1013,422,1190,594
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00096_train_p_day_20210416_1409.jpg,4096,2160,motorbike,1334,214,1361,264
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00096_train_p_day_20210416_1409.jpg,4096,2160,motorbike,1380,233,1410,278
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00096_train_p_day_20210416_1409.jpg,4096,2160,car,2384,240,2495,337
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00096_train_p_day_20210416_1409.jpg,4096,2160,car,2935,229,4094,669
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00096_train_p_day_20210416_1409.jpg,4096,2160,car,2413,187,2547,302
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_19.jpg,1920,1080,car,295,311,379,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_70.jpg,1920,1080,car,296,309,378,387
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_0001_train_p_day_20210416_70.jpg,1920,1080,motorbike,409,282,483,329
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,car,1352,265,1533,433
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,motorbike,992,227,1051,280
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,motorbike,1086,177,1103,217
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,motorbike,1137,206,1159,258
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,motorbike,1112,217,1134,270
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,motorbike,1253,271,1304,353
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,motorbike,1551,326,1676,413
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,motorbike,1562,363,1733,472
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,motorbike,1217,412,1436,633
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,motorbike,1046,564,1361,938
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,motorbike,683,230,740,278
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,motorbike,869,243,1000,312
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,motorbike,610,259,737,357
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,motorbike,519,287,609,363
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,car,1273,154,1339,215
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,car,151,332,551,509
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,motorbike,1235,178,1251,215
/project/train/src_repo/dataset/images/train/vehicle_public_roads_avenue_00035_train_p_day_20210416_66.jpg,1920,1080,motorbike,1662,355,1733,434
